Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §8Cinza Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §dRosa Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §aVerde Limão Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §eAmarelo Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §9Azul Claro Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §dMagenta Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §6Laranja Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §fBranco Bloco de Plástico Fluorescente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §8Preto Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §cVermelho Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §2Verde Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §6Marrom Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §1Azul Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §5Lilás Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §3Ciano Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §7Cinza Claro Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §8Cinza Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §dRosa Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §aVerde Limão Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §eAmarelo Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §9Azul Claro Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §dMagenta Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §6Laranja Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §fBranco Bloco de Plástico Reforçado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §8Preto Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §cVermelho Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §2Verde Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §6Marrom Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §1Azul Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §5Lilás Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §3Ciano Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §7Cinza Claro Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §8Cinza Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §dRosa Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §aVerde Limão Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §eAmarelo Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §9Azul Claro Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §dMagenta Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §6Laranja Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - §fBranco Estrada de Plástico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Sal
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Nether Coal Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Nether Platinum Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Chamelium
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - End Stone
appliedenergistics2:item.ItemCrystalSeed:0, Semente de Quartzo Certus
appliedenergistics2:item.ItemCrystalSeed:600, Semente de Quartzo do Nether
appliedenergistics2:item.ItemCrystalSeed:1200, Semente de Fluix
appliedenergistics2:item.ItemCrystalSeed:0, Semente de Quartzo Certus
appliedenergistics2:item.ItemCrystalSeed:600, Semente de Quartzo do Nether
appliedenergistics2:item.ItemCrystalSeed:1200, Semente de Fluix
appliedenergistics2:item.ItemCrystalSeed:0, Semente de Quartzo Certus
appliedenergistics2:item.ItemCrystalSeed:600, Semente de Quartzo do Nether
appliedenergistics2:item.ItemCrystalSeed:1200, Semente de Fluix
appliedenergistics2:item.ItemEncodedPattern, Padrão Codificado
appliedenergistics2:item.ToolColorApplicator, Aplicador de Cor
appliedenergistics2:item.ItemPaintBall:0, Bola de Tinta - Branco
appliedenergistics2:item.ItemPaintBall:1, Bola de Tinta - Laranja
appliedenergistics2:item.ItemPaintBall:2, Bola de Tinta - Magenta
appliedenergistics2:item.ItemPaintBall:3, Bola de Tinta - Azul Claro
appliedenergistics2:item.ItemPaintBall:4, Bola de Tinta - Amarelo
appliedenergistics2:item.ItemPaintBall:5, Bola de Tinta - Verde Limão
appliedenergistics2:item.ItemPaintBall:6, Bola de Tinta - Rosa
appliedenergistics2:item.ItemPaintBall:7, Bola de Tinta - Cinza
appliedenergistics2:item.ItemPaintBall:8, Bola de Tinta - Cinza Claro
appliedenergistics2:item.ItemPaintBall:9, Bola de Tinta - Ciano
appliedenergistics2:item.ItemPaintBall:10, Bola de Tinta - Lilás
appliedenergistics2:item.ItemPaintBall:11, Bola de Tinta - Azul
appliedenergistics2:item.ItemPaintBall:12, Bola de Tinta - Marrom
appliedenergistics2:item.ItemPaintBall:13, Bola de Tinta - Verde
appliedenergistics2:item.ItemPaintBall:14, Bola de Tinta - Vermelho
appliedenergistics2:item.ItemPaintBall:15, Bola de Tinta - Preto
appliedenergistics2:item.ItemPaintBall:20, Bola de Tinta - Lumen Branco
appliedenergistics2:item.ItemPaintBall:21, Bola de Tinta - Lumen Laranja
appliedenergistics2:item.ItemPaintBall:22, Bola de Tinta - Lumen Magenta
appliedenergistics2:item.ItemPaintBall:23, Bola de Tinta - Lumen Azul Claro
appliedenergistics2:item.ItemPaintBall:24, Bola de Tinta - Lumen Amarelo
appliedenergistics2:item.ItemPaintBall:25, Bola de Tinta - Lumen Verde Limão
appliedenergistics2:item.ItemPaintBall:26, Bola de Tinta - Lumen Rosa
appliedenergistics2:item.ItemPaintBall:27, Bola de Tinta - Lumen Cinza
appliedenergistics2:item.ItemPaintBall:28, Bola de Tinta - Lumen Cinza Claro
appliedenergistics2:item.ItemPaintBall:29, Bola de Tinta - Lumen Ciano
appliedenergistics2:item.ItemPaintBall:30, Bola de Tinta - Lumen Lilás
appliedenergistics2:item.ItemPaintBall:31, Bola de Tinta - Lumen Azul
appliedenergistics2:item.ItemPaintBall:32, Bola de Tinta - Lumen Marrom
appliedenergistics2:item.ItemPaintBall:33, Bola de Tinta - Lumen Verde
appliedenergistics2:item.ItemPaintBall:34, Bola de Tinta - Lumen Vermelho
appliedenergistics2:item.ItemPaintBall:35, Bola de Tinta - Lumen Preto
appliedenergistics2:item.ItemMultiMaterial:28, Cartão Avançado
appliedenergistics2:item.ItemMultiMaterial:44, Núcleo de Aniquilação
appliedenergistics2:item.ItemMultiMaterial:25, Cartão Básico
appliedenergistics2:item.ItemMultiMaterial:52, Padrão em Branco
appliedenergistics2:item.ItemMultiMaterial:23, Processador de Cálculo
appliedenergistics2:item.ItemMultiMaterial:13, Prensa Inscritora de Cálculo
appliedenergistics2:item.ItemMultiMaterial:16, Circuito Impresso de Cálculo
appliedenergistics2:item.ItemMultiMaterial:27, Cartão de Capacidade
appliedenergistics2:item.ItemMultiMaterial:53, Cartão de Fabricação
appliedenergistics2:item.ItemMultiMaterial:29, Cartão Impreciso
appliedenergistics2:item.ItemMultiMaterial:31, Cartão Inversor
appliedenergistics2:item.ItemMultiMaterial:26, Cartão de Redstone
appliedenergistics2:item.ItemMultiMaterial:30, Cartão de Aceleração
appliedenergistics2:item.ItemMultiMaterial:34, Componente Espacial 128³
appliedenergistics2:item.ItemMultiMaterial:33, Componente Espacial 16³
appliedenergistics2:item.ItemMultiMaterial:37, Componente de Armazenamento ME de 16k
appliedenergistics2:item.ItemMultiMaterial:35, Componente de Armazenamento ME de 1k
appliedenergistics2:item.ItemMultiMaterial:32, Componente Espacial 2³
appliedenergistics2:item.ItemMultiMaterial:36, Componente de Armazenamento ME de 4k
appliedenergistics2:item.ItemMultiMaterial:38, Componente de Armazenamento ME de 64k
appliedenergistics2:item.ItemMultiMaterial:0, Cristal de Quartzo Certus
appliedenergistics2:item.ItemMultiMaterial:1, Cristal Carregado de Quartzo Certus
appliedenergistics2:item.ItemMultiMaterial:2, Pó de Quartzo Certus
appliedenergistics2:item.ItemMultiMaterial:39, Encaixe de Armazenamento ME
appliedenergistics2:item.ItemMultiMaterial:46, Pó do Fim
appliedenergistics2:item.ItemMultiMaterial:24, Processador de Engenharia
appliedenergistics2:item.ItemMultiMaterial:14, Prensa Inscritora de Engenharia
appliedenergistics2:item.ItemMultiMaterial:17, Circuito Impresso de Engenharia
appliedenergistics2:item.ItemMultiMaterial:4, Farinha
appliedenergistics2:item.ItemMultiMaterial:7, Cristal de Fluix
appliedenergistics2:item.ItemMultiMaterial:8, Pó de Fluix
appliedenergistics2:item.ItemMultiMaterial:9, Pérola de Fluix
appliedenergistics2:item.ItemMultiMaterial:43, Núcleo de Formação
appliedenergistics2:item.ItemMultiMaterial:22, Processador Lógico
appliedenergistics2:item.ItemMultiMaterial:15, Prensa Inscritora Lógica
appliedenergistics2:item.ItemMultiMaterial:18, Circuito Impresso Lógico
appliedenergistics2:item.ItemMultiMaterial:6, Bola de Matéria
appliedenergistics2:item.ItemMultiMaterial:21, Prensa Inscritora de Nome
appliedenergistics2:item.ItemMultiMaterial:3, Pó de Quartzo do Nether
appliedenergistics2:item.ItemMultiMaterial:10, Cristal Puro de Quartzo Certus
appliedenergistics2:item.ItemMultiMaterial:12, Cristal Fluix Puro
appliedenergistics2:item.ItemMultiMaterial:11, Cristal Puro de Quartzo do Nether
appliedenergistics2:item.ItemMultiMaterial:48, Singularidade Quanticamente Entrelaçada
appliedenergistics2:item.ItemMultiMaterial:5, Silício
appliedenergistics2:item.ItemMultiMaterial:19, Compressa Inscitora de Silício
appliedenergistics2:item.ItemMultiMaterial:20, Silício Impresso
appliedenergistics2:item.ItemMultiMaterial:47, Singularidade
appliedenergistics2:item.ItemMultiMaterial:45, Pó de Pedra do Céu
appliedenergistics2:item.ItemMultiMaterial:41, Receptor Sem Fio
appliedenergistics2:item.ItemMultiMaterial:42, Amplificador Sem Fio
appliedenergistics2:item.ItemMultiMaterial:40, Engrenagem de Madeira
appliedenergistics2:item.ItemMultiPart:300, Plano de Aniquilação ME
appliedenergistics2:item.ItemMultiPart:120, Cabo Âncora
appliedenergistics2:item.ItemMultiPart:20, Cabo Coberto ME - Branco
appliedenergistics2:item.ItemMultiPart:21, Cabo Coberto ME - Laranja
appliedenergistics2:item.ItemMultiPart:22, Cabo Coberto ME - Magenta
appliedenergistics2:item.ItemMultiPart:23, Cabo Coberto ME - Azul Claro
appliedenergistics2:item.ItemMultiPart:24, Cabo Coberto ME - Amarelo
appliedenergistics2:item.ItemMultiPart:25, Cabo Coberto ME - Verde Limão
appliedenergistics2:item.ItemMultiPart:26, Cabo Coberto ME - Rosa
appliedenergistics2:item.ItemMultiPart:27, Cabo Coberto ME - Cinza
appliedenergistics2:item.ItemMultiPart:28, Cabo Coberto ME - Cinza Claro
appliedenergistics2:item.ItemMultiPart:29, Cabo Coberto ME - Ciano
appliedenergistics2:item.ItemMultiPart:30, Cabo Coberto ME - Lilás
appliedenergistics2:item.ItemMultiPart:31, Cabo Coberto ME - Azul
appliedenergistics2:item.ItemMultiPart:32, Cabo Coberto ME - Marrom
appliedenergistics2:item.ItemMultiPart:33, Cabo Coberto ME - Verde
appliedenergistics2:item.ItemMultiPart:34, Cabo Coberto ME - Vermelho
appliedenergistics2:item.ItemMultiPart:35, Cabo Coberto ME - Preto
appliedenergistics2:item.ItemMultiPart:36, Cabo Coberto ME - Fluix
appliedenergistics2:item.ItemMultiPart:60, Cabo Denso ME - Branco
appliedenergistics2:item.ItemMultiPart:61, Cabo Denso ME - Laranja
appliedenergistics2:item.ItemMultiPart:62, Cabo Denso ME - Magenta
appliedenergistics2:item.ItemMultiPart:63, Cabo Denso ME - Azul Claro
appliedenergistics2:item.ItemMultiPart:64, Cabo Denso ME - Amarelo
appliedenergistics2:item.ItemMultiPart:65, Cabo Denso ME - Verde Limão
appliedenergistics2:item.ItemMultiPart:66, Cabo Denso ME - Rosa
appliedenergistics2:item.ItemMultiPart:67, Cabo Denso ME - Cinza
appliedenergistics2:item.ItemMultiPart:68, Cabo Denso ME - Cinza Claro
appliedenergistics2:item.ItemMultiPart:69, Cabo Denso ME - Ciano
appliedenergistics2:item.ItemMultiPart:70, Cabo Denso ME - Lilás
appliedenergistics2:item.ItemMultiPart:71, Cabo Denso ME - Azul
appliedenergistics2:item.ItemMultiPart:72, Cabo Denso ME - Marrom
appliedenergistics2:item.ItemMultiPart:73, Cabo Denso ME - Verde
appliedenergistics2:item.ItemMultiPart:74, Cabo Denso ME - Vermelho
appliedenergistics2:item.ItemMultiPart:75, Cabo Denso ME - Preto
appliedenergistics2:item.ItemMultiPart:76, Cabo Denso ME - Fluix
appliedenergistics2:item.ItemMultiPart:0, Cabo de Vidro ME - Branco
appliedenergistics2:item.ItemMultiPart:1, Cabo de Vidro ME - Laranja
appliedenergistics2:item.ItemMultiPart:2, Cabo de Vidro ME - Magenta
appliedenergistics2:item.ItemMultiPart:3, Cabo de Vidro ME - Azul Claro
appliedenergistics2:item.ItemMultiPart:4, Cabo de Vidro ME - Amarelo
appliedenergistics2:item.ItemMultiPart:5, Cabo de Vidro ME - Verde Limão
appliedenergistics2:item.ItemMultiPart:6, Cabo de Vidro ME - Rosa
appliedenergistics2:item.ItemMultiPart:7, Cabo de Vidro ME - Cinza
appliedenergistics2:item.ItemMultiPart:8, Cabo de Vidro ME - Cinza Claro
appliedenergistics2:item.ItemMultiPart:9, Cabo de Vidro ME - Ciano
appliedenergistics2:item.ItemMultiPart:10, Cabo de Vidro ME - Lilás
appliedenergistics2:item.ItemMultiPart:11, Cabo de Vidro ME - Azul
appliedenergistics2:item.ItemMultiPart:12, Cabo de Vidro ME - Marrom
appliedenergistics2:item.ItemMultiPart:13, Cabo de Vidro ME - Verde
appliedenergistics2:item.ItemMultiPart:14, Cabo de Vidro ME - Vermelho
appliedenergistics2:item.ItemMultiPart:15, Cabo de Vidro ME - Preto
appliedenergistics2:item.ItemMultiPart:16, Cabo de Vidro ME - Fluix
appliedenergistics2:item.ItemMultiPart:40, Cabo Inteligente ME - Branco
appliedenergistics2:item.ItemMultiPart:41, Cabo Inteligente ME - Laranja
appliedenergistics2:item.ItemMultiPart:42, Cabo Inteligente ME - Magenta
appliedenergistics2:item.ItemMultiPart:43, Cabo Inteligente ME - Azul Claro
appliedenergistics2:item.ItemMultiPart:44, Cabo Inteligente ME - Amarelo
appliedenergistics2:item.ItemMultiPart:45, Cabo Inteligente ME - Verde Limão
appliedenergistics2:item.ItemMultiPart:46, Cabo Inteligente ME - Rosa
appliedenergistics2:item.ItemMultiPart:47, Cabo Inteligente ME - Cinza
appliedenergistics2:item.ItemMultiPart:48, Cabo Inteligente ME - Cinza Claro
appliedenergistics2:item.ItemMultiPart:49, Cabo Inteligente ME - Ciano
appliedenergistics2:item.ItemMultiPart:50, Cabo Inteligente ME - Lilás
appliedenergistics2:item.ItemMultiPart:51, Cabo Inteligente ME - Azul
appliedenergistics2:item.ItemMultiPart:52, Cabo Inteligente ME - Marrom
appliedenergistics2:item.ItemMultiPart:53, Cabo Inteligente ME - Verde
appliedenergistics2:item.ItemMultiPart:54, Cabo Inteligente ME - Vermelho
appliedenergistics2:item.ItemMultiPart:55, Cabo Inteligente ME - Preto
appliedenergistics2:item.ItemMultiPart:56, Cabo Inteligente ME - Fluix
appliedenergistics2:item.ItemMultiPart:420, Monitor de Conversão ME
appliedenergistics2:item.ItemMultiPart:360, Terminal de Fabricação ME
appliedenergistics2:item.ItemMultiPart:200, Painel Escuro Iluminado
appliedenergistics2:item.ItemMultiPart:260, Barramento de Exportação ME
appliedenergistics2:item.ItemMultiPart:320, Plano de Formação ME
appliedenergistics2:item.ItemMultiPart:301, Plano de Aniquilação de identidade ME
appliedenergistics2:item.ItemMultiPart:240, Barramento de Importação ME
appliedenergistics2:item.ItemMultiPart:440, Interface ME
appliedenergistics2:item.ItemMultiPart:480, Terminal de Interface ME
appliedenergistics2:item.ItemMultiPart:100, Barramento de Alternância Invertido ME
appliedenergistics2:item.ItemMultiPart:280, Emissor de Nível ME
appliedenergistics2:item.ItemMultiPart:160, Painel Brilhante Iluminado
appliedenergistics2:item.ItemMultiPart:462, Tùnel P2P - Item
appliedenergistics2:item.ItemMultiPart:467, Tùnel P2P - Luz
appliedenergistics2:item.ItemMultiPart:463, Tùnel P2P - Fluido
appliedenergistics2:item.ItemMultiPart:460, Tùnel P2P - ME
appliedenergistics2:item.ItemMultiPart:468, Tùnel P2P - OpenComputers
appliedenergistics2:item.ItemMultiPart:469, Tùnel P2P - Pressão
appliedenergistics2:item.ItemMultiPart:466, Tùnel P2P - RF
appliedenergistics2:item.ItemMultiPart:461, Tùnel P2P - Redstone
appliedenergistics2:item.ItemMultiPart:340, Terminal de Padrões ME
appliedenergistics2:item.ItemMultiPart:140, Fibra de Quartzo
appliedenergistics2:item.ItemMultiPart:180, Painel Iluminado
appliedenergistics2:item.ItemMultiPart:220, Barramento de Armazenamento ME
appliedenergistics2:item.ItemMultiPart:400, Monitor de Armazenamento ME
appliedenergistics2:item.ItemMultiPart:380, Terminal ME
appliedenergistics2:item.ItemMultiPart:80, Barramento de Alternância ME
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
Natura:natura.spawnegg:0, Spawn Imp
Natura:natura.spawnegg:1, Spawn Heatscar Spider
Natura:natura.spawnegg:2, Spawn Nitro Creeper
Natura:natura.spawnegg:3, Spawn Baby Heatscar Spider
Natura:barleyFood:0, Barley
Natura:barleyFood:1, Barley Flour
Natura:barleyFood:2, Wheat Flour
Natura:barleyFood:3, Cotton
Natura:barleyFood:4, Sulfur
Natura:barleyFood:5, Ghostwood Fletching
Natura:barleyFood:6, Imp Leather
Natura:barleyFood:7, Flamestring
Natura:barleyFood:8, Blue Dye
Natura:barley.seed:0, Barley Seeds
Natura:barley.seed:1, Cotton Seeds
Natura:waterdrop, Cactus Juice
Natura:wheatBag, Wheat Seed Bag
Natura:barleyBag, Barley Seed Bag
Natura:potatoBag, Potato Bag
Natura:carrotBag, Carrot Bag
Natura:wartBag, Nether Wart Bag
Natura:cottonBag, Cotton Seed Bag
Natura:boneBag, Bonemeal Bag
Natura:berry.nether:0, Blightberry
Natura:berry.nether:1, Duskberry
Natura:berry.nether:2, Skyberry
Natura:berry.nether:3, Stingberry
Natura:berry:0, Raspberry
Natura:berry:1, Blueberry
Natura:berry:2, Blackberry
Natura:berry:3, Maloberry
Natura:berryMedley:0, Berry Medley
Natura:saguaro.fruit, Saguaro Fruit
Natura:redwoodDoorItem:0, Redwood Door
Natura:redwoodDoorItem:1, Eucalyptus Door
Natura:redwoodDoorItem:2, Hopseed Door
Natura:redwoodDoorItem:3, Sakura Door
Natura:redwoodDoorItem:4, Ghostwood Door
Natura:redwoodDoorItem:5, Bloodwood Door
Natura:redwoodDoorItem:6, Redwood Bark Door
Natura:Natura.netherfood:0, Potash Apple
Natura:natura.stick:0, Stick
Natura:natura.stick:1, Stick
Natura:natura.stick:2, Stick
Natura:natura.stick:3, Stick
Natura:natura.stick:4, Stick
Natura:natura.stick:5, Stick
Natura:natura.stick:6, Stick
Natura:natura.stick:7, Stick
Natura:natura.stick:8, Stick
Natura:natura.stick:9, Stick
Natura:natura.stick:10, Stick
Natura:natura.stick:11, Stick
Natura:natura.stick:12, Stick
Natura:natura.sword.ghostwood, Ghostwood Sword
Natura:natura.pickaxe.ghostwood, Ghostwood Pickaxe
Natura:natura.shovel.ghostwood, Ghostwood Shovel
Natura:natura.axe.ghostwood, Ghostwood Hatchet
Natura:natura.sword.bloodwood, Bloodwood Sword
Natura:natura.pickaxe.bloodwood, Bloodwood Pickaxe
Natura:natura.shovel.bloodwood, Bloodwood Shovel
Natura:natura.axe.bloodwood, Bloodwood Hatchet
Natura:natura.sword.darkwood, Darkwood Sword
Natura:natura.pickaxe.darkwood, Darkwood Pickaxe
Natura:natura.shovel.darkwood, Darkwood Shovel
Natura:natura.axe.darkwood, Darkwood Hatchet
Natura:natura.sword.fusewood, Fusewood Sword
Natura:natura.pickaxe.fusewood, Fusewood Pickaxe
Natura:natura.shovel.fusewood, Fusewood Shovel
Natura:natura.axe.fusewood, Fusewood Hatchet
Natura:natura.sword.netherquartz, Quartz Sword
Natura:natura.pickaxe.netherquartz, Quartz Pickaxe
Natura:natura.shovel.netherquartz, Quartz Shovel
Natura:natura.axe.netherquartz, Quartz Hatchet
Natura:natura.kama.netherquartz, Quartz Kama
Natura:natura.kama.ghostwood, Ghostwood Kama
Natura:natura.kama.bloodwood, Bloodwood Kama
Natura:natura.kama.darkwood, Darkwood Kama
Natura:natura.kama.fusewood, Fusewood Kama
Natura:natura.bow.ghostwood, Ghostwood Bow
Natura:natura.bow.bloodwood, Bloodwood Bow
Natura:natura.bow.darkwood, Darkwood Bow
Natura:natura.bow.fusewood, Fusewood Bow
Natura:natura.armor.imphelmet, Impskin Helmet
Natura:natura.armor.impjerkin, Impskin Jerkin
Natura:natura.armor.impleggings, Impskin Leggings
Natura:natura.armor.impboots, Impskin Boots
Natura:natura.flintandblaze, Flint and Blaze
Natura:impmeat:0, Raw Imphide
Natura:impmeat:1, Cooked Imphide
Natura:natura.emptybowl, item.natura.emptybowl.name
Natura:natura.stewbowl, item.natura.stewbowl.name
Forestry:fertilizerBio, Adubo
Forestry:fertilizerCompound, Fertilizante
Forestry:apatite, Apatita
Forestry:researchNote, Notas do %s
Forestry:ingotCopper, Lingote de Cobre
Forestry:ingotTin, Lingote de Estanho
Forestry:ingotBronze, Lingote de Bronze
Forestry:wrench, Chave Inglesa
Forestry:pipette, Pipeta
Forestry:sturdyMachine, Carcaça Resistente
Forestry:hardenedMachine, Revestimento Endurecido
Forestry:impregnatedCasing, Invólucro Impregnado
Forestry:craftingMaterial:0, Poeira Pulsante
Forestry:craftingMaterial:1, Malha Pulsante
Forestry:craftingMaterial:2, Fio de Seda
Forestry:craftingMaterial:3, Tecido de Seda
Forestry:craftingMaterial:4, Carga de Dissipação
Forestry:craftingMaterial:5, Caco de Gelo
Forestry:craftingMaterial:6, Painéis Perfumados
Forestry:naturalistHelmet, Óculos
Forestry:peat, Turfa
Forestry:ash, Cinzas
Forestry:bituminousPeat, Turfa Betuminosa
Forestry:gearBronze, Engrenagem de Bronze
Forestry:gearCopper, Engrenagem de Cobre
Forestry:gearTin, Engrenagem de Estanho
Forestry:chipsets:0, Placa de Circuito Básica
Forestry:chipsets:1, Placa de Circuito Aprimorada
Forestry:chipsets:2, Placa de Circuito Refinada
Forestry:chipsets:3, Placa de Circuito Intrincada
Forestry:solderingIron, Ferro de solda
Forestry:carton, Cartão
Forestry:oakStick, Vara Impregnada
Forestry:woodPulp, Polpa de Árvore
Forestry:brokenBronzePickaxe, Picareta Quebrada
Forestry:brokenBronzeShovel, Pá Quebrada
Forestry:bronzePickaxe, Picareta do Sobrevivente
Forestry:bronzeShovel, Pá do Sobrevivente
Forestry:kitShovel, Kit de Pás
Forestry:kitPickaxe, Kit de Picaretas
Forestry:mouldyWheat, Trigo Mofado
Forestry:decayingWheat, Trigo em Decomposição
Forestry:mulch, Bagaço
Forestry:iodineCapsule, Cápsula de Iodo
Forestry:phosphor, Fósforo
Forestry:beeswax, Cera de Abelha
Forestry:refractoryWax, Cera em Pó
Forestry:fruits:0, Cereja
Forestry:fruits:1, Noz
Forestry:fruits:2, Castanha
Forestry:fruits:3, Limão
Forestry:fruits:4, Ameixa
Forestry:fruits:5, Tâmara
Forestry:fruits:6, Mamão
Forestry:canEmpty, Lata
Forestry:waxCapsule, Cápsula de Cera
Forestry:refractoryEmpty, Cápsula Refratária
Forestry:canEthanol, Lata de Etanol
Forestry:waxCapsuleEthanol, Cápsula de Etanol
Forestry:refractoryEthanol, Cápsula de Etanol
Forestry:bucketEthanol, Balde de Etanol
Forestry:canBiomass, Lata de Biomassa
Forestry:waxCapsuleBiomass, Cápsula de Biomassa
Forestry:refractoryBiomass, Cápsula de Biomassa
Forestry:bucketBiomass, Balde de Biomassa
Forestry:bucketGlass, Balde de Vidro Líquido
Forestry:canHoney, Lata Mel
Forestry:waxCapsuleHoney, Cápsula de Mel
Forestry:refractoryHoney, Cápsula de Mel
Forestry:bucketHoney, Balde de Mel
Forestry:canIce, Lata de Gelo
Forestry:waxCapsuleIce, Cápsula de Gelo
Forestry:refractoryIce, Cápsula de Gelo
Forestry:bucketIce, Balde de Gelo Picado
Forestry:canJuice, Lata de Suco
Forestry:waxCapsuleJuice, Cápsula de Suco
Forestry:refractoryJuice, Cápsula de Suco
Forestry:bucketJuice, Balde de Suco
Forestry:canSeedOil, Lata de Óleo Vegetal
Forestry:waxCapsuleSeedOil, Cápsula de Óleo Vegetal
Forestry:refractorySeedOil, Cápsula de Óleo Vegatal
Forestry:bucketSeedOil, Balde de Óleo Vegetal
Forestry:canShortMead, Short Mead Can
Forestry:waxCapsuleShortMead, Short Mead Capsule
Forestry:refractoryShortMead, Short Mead Capsule
Forestry:bucketShortMead, Balde de Hidromel
Forestry:canMead, Mead Can
Forestry:waxCapsuleMead, Mead Capsule
Forestry:refractoryMead, Mead Capsule
Forestry:bucketMead, Mead Bucket
Forestry:canWater, Lata D'água
Forestry:waxCapsuleWater, Cápsula de D'água
Forestry:refractoryWater, Cápsula D'água
Forestry:canLava, Lata de Lava
Forestry:refractoryLava, Cápsula de Lava
Forestry:beealyzer, Abelhanalizador
Forestry:habitatLocator, Localizador de Habitats
Forestry:imprinter, Impressora
Forestry:cart.beehouse:0, Minecart with Bee House
Forestry:cart.beehouse:1, Minecart with Apiary
Forestry:frameUntreated, Quadro Não Tratado
Forestry:frameImpregnated, Quadro Impregnado
Forestry:frameProven, Quadro Comprovado
Forestry:honeyDrop:0, Gota de Mel
Forestry:pollen:0, Conjunto de Pólem
Forestry:pollen:1, Conjunto Cristalino de Pólem
Forestry:propolis:0, Própolis
Forestry:propolis:1, Própolis Viscoso
Forestry:propolis:3, Própolis Sedoso
Forestry:honeydew, Melaço
Forestry:royalJelly, Geléia Real
Forestry:waxCast, Molde de Cera
Forestry:beeCombs:0, Favo de Mel
Forestry:beeCombs:2, Favo Cozido
Forestry:beeCombs:3, Favo Fibroso
Forestry:beeCombs:4, Favo Congelado
Forestry:beeCombs:5, Favo Gotejante
Forestry:beeCombs:6, Favo Sedoso
Forestry:beeCombs:7, Favo Resequido
Forestry:beeCombs:15, Favo de Musgo
